Row,Study,Data_Type,City,State,Country,Year,Crop,Elevated_CO2_Target_ppm,Elevated_CO2_Achieved_ppm,Ambient_CO2_ppm,FACE_Ring_Diameter_m,SampleCode,Replicate,Ring,Plot,Temperature_Qualitative,Water_Qualitative,Precipitation_mm,Irrigation_mm,Total_Water_mm,Nitrogen_Application_Qualitative,Nitrogen_Application_Quantitative,Phosphorus_Application_Quantitative,Potassium_Application_Quantitative,Sowing_Timing_Qualitative,Sowing_Timing_Quantitative,Cultivar,CO2_Treatment,N_percent,P_percent,K_percent,Ca_percent,Mg_percent,Zn_ppm,Fe_ppm,S_ppm,B_ppm,Mn_ppm,Cu_ppm,Phy_Ext1_Precip1,Phy_Ext1_Precip2,Phy_Ext1_Avg,Phy_Ext2_Precip1,Phy_Ext2_Precip2,Phy_Ext2_Avg,Phy_Ext3_Precip1,Phy_Ext3_Precip2,Phy_Ext3_Avg,Phy_Grand_Avg
842,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,300,1,NA,NA,Ambient,NA,188,NA,NA,Low,0,43.6,83,NA,5/26/10,Koshihikari,aCO2,1.03,0.317,0.29,0.011,0.132,30.3,11.2,790,3.1,28.9,3.8,1.88,2.14,2.01,1.42,1.64,1.53,2.15,2.63,2.39,2.20
843,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,301,2,NA,NA,Ambient,NA,188,NA,NA,Low,0,43.6,83,NA,5/26/10,Koshihikari,aCO2,1.09,0.326,0.3,0.01,0.138,29.8,11.8,830,2.7,29.8,2.7,2.38,2.45,2.42,2.34,1.88,2.11,NA,NA,NA,2.26
844,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,302,3,NA,NA,Ambient,NA,188,NA,NA,Low,0,43.6,83,NA,5/26/10,Koshihikari,aCO2,1.09,0.326,0.29,0.01,0.136,30.5,10.5,850,2.7,31.1,3.6,2.67,2.86,2.77,2.59,2.41,2.50,NA,NA,NA,2.63
845,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,303,4,NA,NA,Ambient,NA,188,NA,NA,Low,0,43.6,83,NA,5/26/10,Koshihikari,aCO2,1.03,0.327,0.31,0.011,0.139,28.9,11,790,2.9,29.2,3.2,2.21,2.82,2.51,2.15,2.53,2.34,NA,NA,NA,2.43
846,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,304,1,NA,NA,Ambient,NA,188,NA,NA,Low,0,43.6,83,NA,5/26/10,Koshihikari,eCO2,0.98,0.329,0.3,0.011,0.136,30.2,10.4,740,3.1,29.9,3.1,2.21,2.61,2.41,2.38,2.38,2.38,NA,NA,NA,2.39
847,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,305,2,NA,NA,Ambient,NA,188,NA,NA,Low,0,43.6,83,NA,5/26/10,Koshihikari,eCO2,1,0.327,0.3,0.012,0.136,31,11.9,740,3.2,25.4,2.2,2.16,2.27,2.22,2.29,2.09,2.19,NA,NA,NA,2.21
848,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,306,3,NA,NA,Ambient,NA,188,NA,NA,Low,0,43.6,83,NA,5/26/10,Koshihikari,eCO2,1.03,0.317,0.3,0.012,0.131,30.4,12.3,760,3.5,27.9,2.8,1.70,1.89,1.79,1.42,1.45,1.44,1.16,1.59,1.37,1.41
849,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,307,4,NA,NA,Ambient,NA,188,NA,NA,Low,0,43.6,83,NA,5/26/10,Koshihikari,eCO2,1.02,0.328,0.3,0.011,0.134,31,10.4,770,3.2,28.5,2.6,1.81,2.00,1.91,2.52,3.03,2.77,1.73,2.07,1.90,1.90
850,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,308,1,NA,NA,Ambient,NA,188,NA,NA,High,120,43.6,83,NA,5/26/10,Koshihikari,aCO2,1.27,0.33,0.29,0.01,0.141,27.8,11.5,930,2.2,36.9,4.4,2.30,2.64,2.47,2.11,2.38,2.25,NA,NA,NA,2.36
851,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,309,2,NA,NA,Ambient,NA,188,NA,NA,High,120,43.6,83,NA,5/26/10,Koshihikari,aCO2,1.31,0.323,0.27,0.01,0.135,28.2,11.1,920,2.2,28.6,2.8,2.14,1.69,1.91,2.33,3.10,2.71,1.99,2.50,2.24,2.08
852,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,310,3,NA,NA,Ambient,NA,188,NA,NA,High,120,43.6,83,NA,5/26/10,Koshihikari,aCO2,1.17,0.339,0.29,0.011,0.143,27.9,11.4,880,2.4,30.7,3.3,1.29,1.76,1.53,2.38,2.25,2.31,1.68,1.72,1.70,1.61
853,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,311,4,NA,NA,Ambient,NA,188,NA,NA,High,120,43.6,83,NA,5/26/10,Koshihikari,aCO2,1.33,0.328,0.28,0.011,0.137,27.6,11,910,2.3,27.2,2.8,1.99,1.64,1.81,1.20,1.69,1.45,1.33,1.41,1.37,1.41
854,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,312,1,NA,NA,Ambient,NA,188,NA,NA,High,120,43.6,83,NA,5/26/10,Koshihikari,eCO2,1.2,0.37,0.31,0.012,0.156,27.9,12.2,840,2.7,31.6,2.7,1.37,1.64,1.51,1.29,1.75,1.52,NA,NA,NA,1.52
855,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,313,2,NA,NA,Ambient,NA,188,NA,NA,High,120,43.6,83,NA,5/26/10,Koshihikari,eCO2,1.05,0.309,0.27,0.011,0.129,27.4,10.4,750,2.7,21.9,4,2.12,2.03,2.08,2.57,1.95,2.26,NA,NA,NA,2.17
856,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,314,3,NA,NA,Ambient,NA,188,NA,NA,High,120,43.6,83,NA,5/26/10,Koshihikari,eCO2,1.1,0.314,0.27,0.011,0.131,27,10.6,810,2.8,26.1,2.6,2.11,2.25,2.18,2.02,2.35,2.19,NA,NA,NA,2.18
857,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,315,4,NA,NA,Ambient,NA,188,NA,NA,High,120,43.6,83,NA,5/26/10,Koshihikari,eCO2,1.19,0.31,0.27,0.011,0.128,28.1,9.9,860,2.3,26.7,3.2,2.35,2.33,2.34,2.08,2.36,2.22,NA,NA,NA,2.28
858,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,316,1,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Aikoku,aCO2,1.39,0.376,0.38,0.014,0.14,28.4,10.3,1050,2.1,55.4,4.3,2.48,2.45,2.47,2.32,2.94,2.63,NA,NA,NA,2.55
859,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,317,2,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Aikoku,aCO2,1.55,0.363,0.37,0.013,0.136,31.9,10.2,1100,2.1,37.9,3.3,2.69,3.03,2.86,6.57,6.68,6.62,2.47,3.56,3.02,2.94
860,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,318,3,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Aikoku,aCO2,1.52,0.358,0.37,0.014,0.134,31.8,10.4,1100,2.2,39.8,3.4,2.85,4.17,3.51,2.25,3.19,2.72,2.44,2.91,2.68,2.70
861,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,319,4,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Aikoku,aCO2,1.54,0.489,0.47,0.016,0.187,36,14.5,1100,2.9,51.7,3.3,2.86,2.53,2.70,2.57,3.16,2.87,NA,NA,NA,2.78
862,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,320,1,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Aikoku,eCO2,1.24,0.337,0.35,0.013,0.127,26.8,9.6,910,2.3,34.3,2.5,1.69,1.17,1.43,1.28,1.79,1.54,NA,NA,NA,1.48
863,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,321,2,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Aikoku,eCO2,1.36,0.357,0.39,0.014,0.137,28.7,10.2,990,2.3,30.4,2.9,2.51,3.08,2.80,1.79,2.77,2.28,2.17,2.47,2.32,2.30
864,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,322,3,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Aikoku,eCO2,1.24,0.356,0.38,0.014,0.135,28.6,9.7,940,2.4,36.5,3.4,3.04,2.81,2.93,2.17,2.35,2.26,2.37,2.84,2.61,2.77
865,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,323,4,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Aikoku,eCO2,1.4,0.364,0.36,0.014,0.136,28.2,9.9,1010,2.2,34.3,2.6,1.73,2.20,1.97,1.74,2.27,2.01,NA,NA,NA,1.99
866,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,324,1,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Takanari,aCO2,1.2,0.381,0.33,0.013,0.142,21.6,10,1090,2.3,35.1,2.6,2.81,3.04,2.93,2.97,3.19,3.08,NA,NA,NA,3.00
867,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,325,2,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Takanari,aCO2,1.33,0.369,0.33,0.012,0.139,25.4,11.7,1040,2.3,35.2,2.4,2.86,2.87,2.86,3.13,3.30,3.22,NA,NA,NA,3.04
868,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,326,3,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Takanari,aCO2,1.27,0.367,0.31,0.012,0.134,21,10.3,1110,2.5,35.1,2.3,2.49,2.92,2.70,2.35,2.52,2.43,NA,NA,NA,2.57
869,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,327,4,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Takanari,aCO2,1.27,0.371,0.32,0.013,0.136,22.3,7.8,1060,2.3,35.1,2.6,2.61,2.98,2.79,2.79,2.84,2.82,NA,NA,NA,2.80
870,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,328,1,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Takanari,eCO2,1.27,0.369,0.32,0.013,0.135,19.9,10.3,1040,2.3,33.7,2.1,2.73,2.76,2.75,2.49,2.90,2.70,NA,NA,NA,2.72
871,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,329,2,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Takanari,eCO2,1.23,0.361,0.32,0.013,0.134,21.4,9.9,970,2.5,26.3,2,3.15,3.20,3.17,2.06,2.37,2.22,2.43,2.67,2.55,2.38
872,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,330,3,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Takanari,eCO2,1.19,0.351,0.31,0.012,0.131,20.6,10,1000,2.1,26.5,2.5,3.14,3.18,3.16,2.52,2.86,2.69,2.34,2.50,2.42,2.56
873,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,331,4,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Takanari,eCO2,1.16,0.357,0.31,0.012,0.132,20.2,9.1,940,2.3,31.7,2.1,2.47,2.39,2.43,2.18,2.59,2.38,NA,NA,NA,2.41
874,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,332,1,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Akidawara,aCO2,1.29,0.346,0.3,0.012,0.138,34.5,12.6,1000,2.3,46.7,3.6,2.62,2.60,2.61,2.42,2.50,2.46,NA,NA,NA,2.54
875,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,333,2,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Akidawara,aCO2,1.41,0.329,0.29,0.013,0.134,33.8,13,1000,2.7,35.2,2.6,2.34,2.32,2.33,1.67,2.13,1.90,1.93,2.84,2.38,2.36
876,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,334,3,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Akidawara,aCO2,1.27,0.342,0.29,0.012,0.133,33.2,11.5,980,2.5,38.3,3,2.38,2.41,2.40,2.22,2.73,2.48,NA,NA,NA,2.44
877,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,335,4,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Akidawara,aCO2,1.28,0.342,0.29,0.012,0.135,34.2,12.1,960,2.4,35.1,3,2.53,2.78,2.65,1.83,2.29,2.06,2.64,2.77,2.71,2.68
878,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,336,1,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Akidawara,eCO2,1.14,0.337,0.3,0.012,0.139,28.6,11.1,860,2.5,33.8,2.5,1.85,2.64,2.25,2.02,1.67,1.85,1.66,2.24,1.95,1.90
879,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,337,2,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Akidawara,eCO2,1.21,0.342,0.29,0.012,0.136,32.1,10.7,870,2.5,28.9,2.5,2.11,2.49,2.30,2.13,1.89,2.01,NA,NA,NA,2.15
880,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,338,3,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Akidawara,eCO2,1.19,0.319,0.29,0.013,0.131,30.7,11.6,880,2.5,33,3.1,2.09,2.05,2.07,2.38,1.88,2.13,NA,NA,NA,2.10
881,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,339,4,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Akidawara,eCO2,1.22,0.33,0.3,0.014,0.134,31.5,11.2,900,2.6,34.1,3.3,2.33,2.59,2.46,2.65,2.62,2.64,NA,NA,NA,2.55
882,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,340,1,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Norin8,aCO2,1.25,0.324,0.29,0.014,0.126,31.5,10.7,970,2.5,49.5,3.9,2.38,2.33,2.36,2.47,2.73,2.60,NA,NA,NA,2.48
883,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,341,2,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Norin8,aCO2,1.27,0.305,0.28,0.014,0.121,32.1,13,940,3,33,3,0.38,0.19,0.28,NA,NA,NA,NA,NA,NA,0.28
884,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,342,3,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Norin8,aCO2,1.24,0.318,0.31,0.014,0.126,31.9,11.1,940,2.7,42.5,3.6,1.38,2.34,1.86,2.44,2.34,2.39,2.05,2.60,2.32,2.36
885,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,343,4,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Norin8,aCO2,1.19,0.328,0.29,0.013,0.128,34,10.9,950,2.4,35.6,3.3,1.69,2.14,1.92,1.79,1.79,1.79,NA,NA,NA,1.85
886,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,344,1,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Norin8,eCO2,1.09,0.302,0.3,0.014,0.122,28.8,10.5,880,2.5,37.7,5.3,2.33,2.28,2.31,1.59,2.18,1.89,1.70,2.13,1.92,1.90
887,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,345,2,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Norin8,eCO2,1.1,0.307,0.29,0.013,0.122,29,10.7,830,2.9,26.5,2.6,2.18,2.34,2.26,1.54,2.23,1.89,1.51,1.63,1.57,2.07
888,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,346,3,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Norin8,eCO2,1.05,0.305,0.3,0.014,0.123,29.5,10.3,850,2.7,31.9,3.1,2.00,2.19,2.09,2.00,2.39,2.20,NA,NA,NA,2.15
889,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,347,4,NA,NA,Ambient,NA,188,NA,NA,Medium,80,43.6,83,NA,5/26/10,Norin8,eCO2,1.13,0.308,0.29,0.013,0.122,29,10.4,860,2.8,32.4,2.9,2.03,2.34,2.19,1.30,1.26,1.28,1.10,1.12,1.11,1.19
890,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,348,1,NA,NA,Ambient,NA,188,NA,NA,High,160,43.6,83,NA,5/26/10,Momiroman,aCO2,1.25,0.284,0.29,0.015,0.116,25.2,23.1,900,2.4,35.8,2.9,1.36,1.88,1.62,1.90,3.05,2.47,1.69,2.17,1.93,1.78
891,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,349,2,NA,NA,Ambient,NA,188,NA,NA,High,160,43.6,83,NA,5/26/10,Momiroman,aCO2,1.31,0.28,0.3,0.014,0.116,26.7,10.3,870,2.2,31.8,2.4,2.48,2.20,2.34,1.54,2.13,1.84,1.59,1.93,1.76,1.80
892,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,350,3,NA,NA,Ambient,NA,188,NA,NA,High,160,43.6,83,NA,5/26/10,Momiroman,aCO2,1.2,0.298,0.3,0.014,0.12,27.5,10.9,860,2.6,39.8,2.9,1.78,2.26,2.02,1.58,2.20,1.89,NA,NA,NA,1.95
893,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,351,4,NA,NA,Ambient,NA,188,NA,NA,High,160,43.6,83,NA,5/26/10,Momiroman,aCO2,1.15,0.287,0.3,0.014,0.118,25.6,10.4,850,2.2,30.8,2.4,2.21,2.00,2.11,2.06,2.48,2.27,NA,NA,NA,2.19
894,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,352,1,NA,NA,Ambient,NA,188,NA,NA,High,160,43.6,83,NA,5/26/10,Momiroman,eCO2,1.15,0.281,0.31,0.013,0.115,24.2,10.1,800,2.1,32.5,2.1,2.36,2.50,2.43,1.85,2.15,2.00,2.16,2.14,2.15,2.07
895,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,353,2,NA,NA,Ambient,NA,188,NA,NA,High,160,43.6,83,NA,5/26/10,Momiroman,eCO2,0.99,0.268,0.29,0.014,0.113,22.7,9.7,700,2.3,25.7,1.8,2.23,2.24,2.24,1.56,2.25,1.90,2.13,3.02,2.57,2.07
896,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,354,3,NA,NA,Ambient,NA,188,NA,NA,High,160,43.6,83,NA,5/26/10,Momiroman,eCO2,1.04,0.278,0.31,0.017,0.118,23.7,10.3,770,2.9,28.6,2.2,2.78,2.10,2.44,2.12,2.06,2.09,1.81,2.24,2.03,2.06
897,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,355,4,NA,NA,Ambient,NA,188,NA,NA,High,160,43.6,83,NA,5/26/10,Momiroman,eCO2,1.14,0.287,0.31,0.015,0.117,23.7,9.7,810,2.3,31.3,2,2.07,2.28,2.18,2.01,2.06,2.03,NA,NA,NA,2.11
898,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,356,1,NA,NA,Ambient,NA,188,NA,NA,High,160,43.6,83,NA,5/26/10,Nipponbare,aCO2,1.33,0.296,0.27,0.011,0.121,25.5,11.2,1030,2.2,38.9,4.5,1.85,2.23,2.04,1.19,1.01,1.10,1.50,1.78,1.64,1.84
899,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,357,2,NA,NA,Ambient,NA,188,NA,NA,High,160,43.6,83,NA,5/26/10,Nipponbare,aCO2,1.37,0.292,0.26,0.011,0.116,26.2,11.4,980,2,26.8,2.7,1.93,1.56,1.74,1.77,2.00,1.89,NA,NA,NA,1.82
900,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,358,3,NA,NA,Ambient,NA,188,NA,NA,High,160,43.6,83,NA,5/26/10,Nipponbare,aCO2,1.33,0.282,0.25,0.01,0.114,23.7,11.1,960,2.1,26.5,3.5,2.36,2.79,2.58,1.93,2.25,2.09,2.27,2.07,2.17,2.13
901,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,359,4,NA,NA,Ambient,NA,188,NA,NA,High,160,43.6,83,NA,5/26/10,Nipponbare,aCO2,1.28,0.297,0.26,0.012,0.119,25.5,12.4,960,2.2,27.6,2.8,2.54,2.56,2.55,2.35,1.63,1.99,1.54,2.22,1.88,1.93
902,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,360,1,NA,NA,Ambient,NA,188,NA,NA,High,160,43.6,83,NA,5/26/10,Nipponbare,eCO2,1.26,0.295,0.27,0.012,0.116,25.1,11.4,930,2.2,29.5,3,1.64,1.86,1.75,1.38,1.64,1.51,1.54,1.85,1.69,1.72
903,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,361,2,NA,NA,Ambient,NA,188,NA,NA,High,160,43.6,83,NA,5/26/10,Nipponbare,eCO2,1.22,0.308,0.29,0.012,0.119,30.7,14.7,880,2.1,24.3,2.3,2.21,2.20,2.21,1.75,2.13,1.94,NA,NA,NA,2.07
904,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,362,3,NA,NA,Ambient,NA,188,NA,NA,High,160,43.6,83,NA,5/26/10,Nipponbare,eCO2,1.2,0.297,0.27,0.012,0.115,24.7,9.9,890,2.1,25.3,2.9,2.29,2.58,2.44,2.13,2.36,2.25,NA,NA,NA,2.34
905,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,363,4,NA,NA,Ambient,NA,188,NA,NA,High,160,43.6,83,NA,5/26/10,Nipponbare,eCO2,1.22,0.317,0.29,0.013,0.123,25,10.6,940,2.2,29.7,2.8,2.18,2.31,2.25,1.71,2.52,2.11,NA,NA,NA,2.18
906,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,364,1,NA,NA,Ambient,NA,188,NA,NA,High,160,43.6,83,NA,5/26/10,Hokuriku193,aCO2,1.21,0.339,0.31,0.01,0.131,20.3,10.3,1150,1.8,36.6,3.8,2.69,2.67,2.68,2.63,2.77,2.70,NA,NA,NA,2.69
907,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,365,2,NA,NA,Ambient,NA,188,NA,NA,High,160,43.6,83,NA,5/26/10,Hokuriku193,aCO2,1.27,0.334,0.3,<0.010,0.132,20.8,10.9,1090,1.8,28,3,2.20,2.45,2.32,2.34,1.92,2.13,NA,NA,NA,2.23
908,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,366,3,NA,NA,Ambient,NA,188,NA,NA,High,160,43.6,83,NA,5/26/10,Hokuriku193,aCO2,1.17,0.339,0.31,0.011,0.131,20.3,10.4,1110,1.8,29.3,3.3,2.51,2.54,2.53,2.15,3.13,2.64,NA,NA,NA,2.58
909,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,367,4,NA,NA,Ambient,NA,188,NA,NA,High,160,43.6,83,NA,5/26/10,Hokuriku193,aCO2,1.21,0.346,0.32,0.01,0.134,20.9,11.4,1090,1.9,28.9,3,2.51,2.35,2.43,2.40,3.17,2.78,NA,NA,NA,2.61
910,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,368,1,NA,NA,Ambient,NA,188,NA,NA,High,160,43.6,83,NA,5/26/10,Hokuriku193,eCO2,1.12,0.375,0.34,0.013,0.15,22.2,11.6,1030,2.4,35.7,3.1,3.52,4.26,3.89,1.59,1.66,1.62,1.50,1.92,1.71,1.67
911,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,369,2,NA,NA,Ambient,NA,188,NA,NA,High,160,43.6,83,NA,5/26/10,Hokuriku193,eCO2,1.11,0.347,0.33,0.011,0.14,20.9,10.9,970,2.2,25.1,2.4,2.80,2.57,2.68,2.51,2.49,2.50,NA,NA,NA,2.59
912,RiceFACE_Rice,RawData,Tsukubamirai,Ibaraki,Japan,2010,Rice,586,584,386,17,370,3,NA,NA,Ambient,NA,188,NA,NA,High,160,43.6,83,NA,5/26/10,Hokuriku193,eCO2,1.08,0.325,0.31,0.011,0.127,19.2,9.3,970,2.1,28.3,2.8,2.70,2.51,2.61,1.92,2.43,2.18,2.09,2.35,2.22,2.20
